TH;CODMUN;AMBITO;DISTRITO;SECCION;MESA;CENSO;VOTANTES;NULOS;VALIDOS;BLANCOS;VOTOS_CANDIDATOS;ABSTENCIONES;EAJ-PNV;PP;HB;U.AL.;EA;EB;PSE-EE/PSOE;CNPS
GIPUZKOA;902;LASARTE-ORIA;1;9;B;839;487;2;485;8;477;352;79;40;108;2;72;43;132;1
GIPUZKOA;902;LASARTE-ORIA;1;10;U;1018;574;2;572;9;563;444;68;61;98;1;61;70;203;1
GIPUZKOA;902;LASARTE-ORIA;1;11;U;976;556;3;553;9;544;420;74;40;141;0;50;49;189;1
GIPUZKOA;902;LASARTE-ORIA;1;12;A;514;294;3;291;5;286;220;25;33;71;1;25;34;96;1
GIPUZKOA;902;LASARTE-ORIA;1;12;B;636;365;2;363;6;357;271;46;41;59;2;38;50;120;1
GIPUZKOA;903;ASTIGARRAGA;1;1;A;937;563;7;556;5;551;374;122;37;194;1;142;22;33;0
GIPUZKOA;903;ASTIGARRAGA;1;1;B;891;507;4;503;10;493;384;62;48;222;1;100;24;36;0
GIPUZKOA;903;ASTIGARRAGA;1;2;U;694;450;1;449;2;447;244;108;5;180;0;134;8;12;0
GIPUZKOA;904;BALIARRAIN;1;1;U;85;58;0;58;0;58;27;13;0;37;0;8;0;0;0
GIPUZKOA;905;ORENDAIN;1;1;U;140;94;0;94;3;91;46;10;0;53;0;28;0;0;0
GIPUZKOA;906;ALTZAGA;1;1;U;79;48;0;48;0;48;31;15;1;20;0;12;0;0;0
GIPUZKOA;999;MUNICIPIO CERA GIPUZKOA;1;1;U;5661;1221;10;1211;3;1208;4440;285;175;149;3;161;88;334;13
BIZKAIA;1;ABADI?O;1;1;U;681;488;1;487;8;479;193;219;26;161;0;55;6;10;2
BIZKAIA;1;ABADI?O;1;2;U;814;504;1;503;6;497;310;210;61;84;3;24;32;81;2
BIZKAIA;1;ABADI?O;1;3;A;876;462;5;457;8;449;414;195;44;57;2;19;46;86;0
BIZKAIA;1;ABADI?O;1;3;B;705;417;2;415;8;407;288;124;63;47;1;17;53;100;2
BIZKAIA;1;ABADI?O;1;4;U;866;520;9;511;2;509;346;236;30;160;1;46;10;25;1
BIZKAIA;1;ABADI?O;1;5;A;799;485;6;479;5;474;314;154;56;97;1;41;41;83;1
BIZKAIA;1;ABADI?O;1;5;B;720;417;1;416;8;408;303;102;37;84;1;36;52;95;1
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;1;A;716;441;7;434;7;427;275;125;22;53;0;25;82;120;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;1;B;782;478;7;471;4;467;304;120;24;59;1;12;101;149;1
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;2;A;487;269;1;268;3;265;218;62;14;45;1;7;41;95;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;2;B;497;300;3;297;4;293;197;79;14;48;0;11;45;96;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;3;A;539;293;2;291;4;287;246;77;20;42;1;12;53;82;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;3;B;660;361;0;361;9;352;299;108;17;40;2;17;55;113;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;4;U;832;477;17;460;7;453;355;122;21;58;0;12;84;156;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;1;5;U;517;293;2;291;7;284;224;95;10;50;2;7;67;53;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;2;1;A;462;288;2;286;3;283;174;84;23;37;0;17;28;93;1
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;2;1;B;582;371;1;370;8;362;211;96;22;52;1;35;52;104;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;2;2;U;824;429;3;426;5;421;395;93;31;48;0;34;51;164;0
BIZKAIA;2;ABANTO Y CI?RVANA-ABANTO ZIERBENA;3;1;U;931;661;3;658;4;654;270;404;25;85;0;34;33;73;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;1;U;1363;902;12;890;11;879;461;384;66;147;4;74;75;128;1
BIZKAIA;3;AMOREBIETA-ETXANO;1;2;U;946;631;1;630;9;621;315;244;31;101;2;51;84;108;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;3;A;1073;753;1;752;4;748;320;356;31;189;2;74;42;54;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;3;B;809;550;4;546;12;534;259;252;32;107;0;57;31;55;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;4;U;1318;867;12;855;9;846;451;221;58;167;2;54;128;214;2
BIZKAIA;3;AMOREBIETA-ETXANO;1;5;U;925;622;7;615;9;606;303;217;51;109;1;75;69;83;1
BIZKAIA;3;AMOREBIETA-ETXANO;1;6;U;1157;711;6;705;10;695;446;164;62;110;3;51;110;193;2
BIZKAIA;3;AMOREBIETA-ETXANO;1;7;A;1027;739;8;731;14;717;288;343;45;158;2;95;22;51;1
BIZKAIA;3;AMOREBIETA-ETXANO;1;7;B;760;522;3;519;9;510;238;251;41;99;1;37;22;59;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;8;U;1131;688;5;683;12;671;443;224;40;143;3;69;104;88;0
BIZKAIA;3;AMOREBIETA-ETXANO;1;9;U;957;622;9;613;11;602;335;211;34;122;1;67;78;88;1
BIZKAIA;3;AMOREBIETA-ETXANO;2;1;A;276;183;2;181;1;180;93;62;12;23;2;4;20;57;0
BIZKAIA;3;AMOREBIETA-ETXANO;2;1;B;242;171;0;171;2;169;71;96;2;49;0;19;2;1;0
BIZKAIA;3;AMOREBIETA-ETXANO;3;1;A;236;173;0;173;2;171;63;90;4;54;0;19;1;3;0
BIZKAIA;3;AMOREBIETA-ETXANO;3;1;B;776;579;3;576;8;568;197;361;6;127;0;44;14;16;0
BIZKAIA;4;AMOROTO;1;1;U;322;237;0;237;3;234;85;154;0;53;0;24;1;2;0
BIZKAIA;5;ARAKALDO;1;1;U;97;77;0;77;0;77;20;41;1;25;0;8;1;1;0
BIZKAIA;6;ARANTZAZU;1;1;U;240;196;4;192;4;188;44;91;10;67;0;18;2;0;0
BIZKAIA;7;MUNITIBAR-ARBATZEGI GERRIKAITZ-;1;1;U;373;273;3;270;4;266;100;172;2;74;0;18;0;0;0
BIZKAIA;8;ARTZENTALES;1;1;U;558;403;1;402;2;400;155;272;23;47;0;25;14;19;0
BIZKAIA;9;ARRANKUDIAGA;1;1;U;621;512;0;512;1;511;109;309;12;160;0;19;5;5;1
BIZKAIA;10;ARRIETA;1;1;U;378;268;7;261;1;260;110;175;16;36;0;28;4;1;0
BIZKAIA;11;ARRIGORRIAGA;1;1;A;560;331;1;330;3;327;229;116;12;88;2;12;35;61;1
BIZKAIA;11;ARRIGORRIAGA;1;1;B;583;343;2;341;6;335;240;135;31;69;2;10;38;50;0
BIZKAIA;11;ARRIGORRIAGA;1;2;A;994;516;1;515;15;500;478;130;43;92;3;20;82;127;3
BIZKAIA;11;ARRIGORRIAGA;1;2;B;955;514;4;510;8;502;441;130;46;60;0;14;79;173;0
BIZKAIA;11;ARRIGORRIAGA;1;3;U;677;384;5;379;7;372;293;70;25;53;0;6;84;133;1
BIZKAIA;11;ARRIGORRIAGA;1;4;U;1169;762;6;756;8;748;407;343;46;143;2;50;84;80;0
BIZKAIA;11;ARRIGORRIAGA;2;1;A;1049;727;3;724;10;714;322;381;53;110;2;47;53;68;0
BIZKAIA;11;ARRIGORRIAGA;2;1;B;920;563;13;550;6;544;357;270;51;86;1;38;42;56;0
BIZKAIA;11;ARRIGORRIAGA;2;2;A;641;407;7;400;7;393;234;173;26;95;2;25;23;49;0
BIZKAIA;11;ARRIGORRIAGA;2;2;B;629;389;3;386;5;381;240;156;27;81;0;17;28;71;1
BIZKAIA;12;BAKIO;1;1;U;1082;823;15;808;7;801;259;509;27;146;0;89;12;18;0
BIZKAIA;13;BARAKALDO;1;1;U;865;505;2;503;5;498;360;148;136;30;4;27;52;98;3
BIZKAIA;13;BARAKALDO;1;2;A;492;313;0;313;3;310;179;128;55;24;0;9;31;63;0
BIZKAIA;13;BARAKALDO;1;2;B;582;349;1;348;4;344;233;119;85;29;2;15;36;58;0
BIZKAIA;13;BARAKALDO;1;3;U;851;546;3;543;2;541;305;162;127;42;0;31;57;122;0
BIZKAIA;13;BARAKALDO;1;4;A;568;315;4;311;3;308;253;107;55;21;2;33;35;55;0
BIZKAIA;13;BARAKALDO;1;4;B;691;403;1;402;9;393;288;132;74;42;1;21;41;82;0
BIZKAIA;13;BARAKALDO;1;5;U;1027;600;4;596;14;582;427;150;110;69;2;31;60;159;1
BIZKAIA;13;BARAKALDO;1;6;U;938;457;0;457;4;453;481;108;74;36;3;17;51;164;0
BIZKAIA;13;BARAKALDO;1;7;U;721;388;1;387;6;381;333;65;74;25;0;12;60;143;2
BIZKAIA;13;BARAKALDO;1;8;U;679;363;2;361;8;353;316;69;68;47;0;22;46;101;0
BIZKAIA;13;BARAKALDO;1;9;U;697;418;4;414;7;407;279;123;96;29;1;18;40;99;1
BIZKAIA;13;BARAKALDO;2;1;U;969;522;3;519;6;513;447;158;108;35;1;23;64;124;0
BIZKAIA;13;BARAKALDO;2;2;A;514;294;1;293;3;290;220;91;59;19;0;18;26;77;0
BIZKAIA;13;BARAKALDO;2;2;B;601;341;5;336;4;332;260;101;57;23;0;15;42;93;1
BIZKAIA;13;BARAKALDO;2;3;U;924;509;1;508;4;504;415;184;86;54;2;22;65;91;0
BIZKAIA;13;BARAKALDO;2;4;A;455;221;1;220;4;216;234;42;35;22;1;9;34;72;1
BIZKAIA;13;BARAKALDO;2;4;B;586;279;0;279;1;278;307;68;50;23;1;11;34;91;0
BIZKAIA;13;BARAKALDO;2;5;U;824;394;1;393;2;391;430;88;46;60;1;12;70;112;2
BIZKAIA;13;BARAKALDO;2;6;A;671;343;0;343;9;334;328;97;37;40;0;15;46;99;0
BIZKAIA;13;BARAKALDO;2;6;B;753;410;0;410;8;402;343;125;82;49;0;10;41;95;0
BIZKAIA;13;BARAKALDO;2;7;U;681;414;1;413;6;407;267;94;71;38;4;10;63;127;0
BIZKAIA;13;BARAKALDO;2;8;U;850;460;1;459;6;453;390;108;73;41;2;27;57;144;1
BIZKAIA;13;BARAKALDO;2;9;U;630;344;2;342;9;333;286;78;47;32;0;13;58;104;1
BIZKAIA;13;BARAKALDO;2;10;A;691;353;3;350;5;345;338;77;46;37;5;10;45;125;0
BIZKAIA;13;BARAKALDO;2;10;B;743;398;1;397;3;394;345;80;62;41;1;14;65;130;1
BIZKAIA;13;BARAKALDO;3;1;U;1080;575;5;570;10;560;505;137;90;41;1;21;84;186;0
BIZKAIA;13;BARAKALDO;3;2;A;603;325;13;312;0;312;278;65;48;30;2;12;62;92;1
BIZKAIA;13;BARAKALDO;3;2;B;699;368;2;366;5;361;331;73;46;32;0;17;56;136;1
BIZKAIA;13;BARAKALDO;3;3;U;872;532;1;531;8;523;340;171;84;37;2;21;68;140;0
BIZKAIA;13;BARAKALDO;3;4;A;620;363;4;359;8;351;257;76;75;24;0;7;54;115;0
BIZKAIA;13;BARAKALDO;3;4;B;589;338;0;338;7;331;251;84;69;16;0;1;54;107;0
BIZKAIA;13;BARAKALDO;3;5;U;920;565;5;560;9;551;355;183;146;29;1;30;60;101;1
BIZKAIA;13;BARAKALDO;3;6;A;423;229;0;229;3;226;194;43;34;20;0;4;50;72;3
BIZKAIA;13;BARAKALDO;3;6;B;484;255;1;254;1;253;229;58;27;16;0;7;44;100;1
BIZKAIA;13;BARAKALDO;3;7;U;877;474;4;470;6;464;403;76;64;42;1;19;66;196;0
BIZKAIA;13;BARAKALDO;3;8;U;607;346;0;346;10;336;261;92;49;23;0;14;54;104;0
BIZKAIA;13;BARAKALDO;4;1;A;517;271;0;271;2;269;246;46;46;22;0;22;37;96;0
BIZKAIA;13;BARAKALDO;4;1;B;503;287;0;287;2;285;216;46;61;17;3;11;38;109;0
BIZKAIA;13;BARAKALDO;4;2;U;728;453;0;453;8;445;275;126;95;52;0;27;43;102;0
BIZKAIA;13;BARAKALDO;4;3;U;921;508;2;506;6;500;413;106;75;55;2;23;79;159;1
BIZKAIA;13;BARAKALDO;4;4;A;534;288;2;286;3;283;246;65;42;53;1;16;31;75;0
BIZKAIA;13;BARAKALDO;4;4;B;655;356;2;354;8;346;299;102;48;49;1;23;33;89;1
BIZKAIA;13;BARAKALDO;4;5;U;736;437;2;435;4;431;299;116;80;55;3;13;46;118;0
BIZKAIA;13;BARAKALDO;4;6;U;766;444;2;442;4;438;322;147;79;51;2;17;46;94;2
BIZKAIA;13;BARAKALDO;4;7;A;667;402;0;402;5;397;265;92;65;33;2;17;77;111;0
BIZKAIA;13;BARAKALDO;4;7;B;688;412;1;411;9;402;276;77;61;52;1;17;75;117;2
BIZKAIA;13;BARAKALDO;4;8;U;675;430;6;424;8;416;245;101;49;65;0;30;72;99;0
BIZKAIA;13;BARAKALDO;4;9;U;933;566;1;565;11;554;367;108;74;94;3;31;86;157;1
BIZKAIA;13;BARAKALDO;4;10;U;1079;648;1;647;13;634;431;133;94;68;1;18;117;202;1
BIZKAIA;13;BARAKALDO;4;11;U;626;376;3;373;1;372;250;97;31;71;0;16;59;98;0
BIZKAIA;13;BARAKALDO;5;1;A;689;398;1;397;7;390;291;96;77;45;2;20;56;93;1
BIZKAIA;13;BARAKALDO;5;1;B;790;452;4;448;10;438;338;112;82;43;1;16;74;110;0
BIZKAIA;13;BARAKALDO;5;2;A;685;424;0;424;5;419;261;102;56;60;0;19;73;108;1
BIZKAIA;13;BARAKALDO;5;2;B;673;370;5;365;6;359;303;72;55;29;0;22;57;123;1
BIZKAIA;13;BARAKALDO;5;3;A;438;249;5;244;2;242;189;65;51;24;0;12;33;56;1
BIZKAIA;13;BARAKALDO;5;3;B;526;296;2;294;5;289;230;72;52;32;0;14;44;75;0
BIZKAIA;13;BARAKALDO;5;4;U;741;401;1;400;9;391;340;79;72;45;1;22;60;108;4
BIZKAIA;13;BARAKALDO;5;5;A;763;483;1;482;15;467;280;144;98;43;1;33;52;93;3
BIZKAIA;13;BARAKALDO;5;5;B;820;529;0;529;13;516;291;144;107;39;2;40;67;115;2
BIZKAIA;13;BARAKALDO;5;6;A;774;435;0;435;8;427;339;117;64;76;1;26;43;99;1
BIZKAIA;13;BARAKALDO;5;6;B;734;422;2;420;8;412;312;95;83;52;2;15;55;109;1
BIZKAIA;13;BARAKALDO;5;7;A;689;416;0;416;5;411;273;110;62;40;2;20;73;103;1
BIZKAIA;13;BARAKALDO;5;7;B;712;441;0;441;3;438;271;109;94;33;3;17;67;112;3
BIZKAIA;13;BARAKALDO;5;8;A;458;244;1;243;5;238;214;49;32;27;0;18;41;71;0
BIZKAIA;13;BARAKALDO;5;8;B;541;301;0;301;5;296;240;73;51;31;0;20;52;67;2
BIZKAIA;13;BARAKALDO;5;9;U;798;497;4;493;3;490;301;94;75;54;0;34;86;145;2
BIZKAIA;13;BARAKALDO;5;10;A;534;293;2;291;7;284;241;69;43;20;0;12;51;85;4
BIZKAIA;13;BARAKALDO;5;10;B;502;266;0;266;3;263;236;60;38;28;1;12;50;74;0
BIZKAIA;13;BARAKALDO;6;1;U;1212;689;4;685;7;678;523;175;104;40;2;31;82;239;5
BIZKAIA;13;BARAKALDO;6;2;U;1007;553;2;551;16;535;454;146;87;37;0;31;74;160;0
BIZKAIA;13;BARAKALDO;6;3;U;950;517;5;512;16;496;433;117;94;32;1;6;109;137;0
BIZKAIA;13;BARAKALDO;6;4;A;537;294;7;287;3;284;243;66;46;23;0;8;60;81;0
BIZKAIA;13;BARAKALDO;6;4;B;606;314;1;313;5;308;292;74;52;24;0;15;66;77;0
BIZKAIA;13;BARAKALDO;6;5;A;518;298;4;294;1;293;220;71;35;38;1;13;39;96;0
BIZKAIA;13;BARAKALDO;6;5;B;634;363;2;361;9;352;271;77;52;35;0;24;47;117;0
BIZKAIA;13;BARAKALDO;6;6;U;1024;553;4;549;10;539;471;129;75;65;0;19;82;169;0
BIZKAIA;13;BARAKALDO;6;7;A;651;342;3;339;3;336;309;68;21;48;1;12;81;104;1
BIZKAIA;13;BARAKALDO;6;7;B;685;369;1;368;6;362;316;57;29;56;3;15;90;111;1
BIZKAIA;13;BARAKALDO;6;8;U;968;586;3;583;17;566;382;146;96;41;2;24;115;142;0
BIZKAIA;13;BARAKALDO;6;9;U;856;497;3;494;7;487;359;97;60;52;1;18;129;130;0
BIZKAIA;13;BARAKALDO;6;10;U;828;475;2;473;6;467;353;103;67;59;0;20;92;126;0
BIZKAIA;13;BARAKALDO;6;11;U;995;546;0;546;15;531;449;110;73;69;4;32;92;151;0
BIZKAIA;13;BARAKALDO;6;12;U;605;322;3;319;7;312;283;65;36;48;0;10;48;105;0
BIZKAIA;13;BARAKALDO;7;1;A;788;431;0;431;6;425;357;147;53;41;0;22;61;100;1
BIZKAIA;13;BARAKALDO;7;1;B;871;491;2;489;6;483;380;141;74;55;1;26;90;96;0
BIZKAIA;13;BARAKALDO;7;2;A;608;348;8;340;6;334;260;75;35;46;0;20;55;102;1
BIZKAIA;13;BARAKALDO;7;2;B;656;355;4;351;9;342;301;75;33;51;0;27;51;105;0
BIZKAIA;13;BARAKALDO;7;3;U;1137;623;2;621;13;608;514;138;80;49;2;29;120;188;2
BIZKAIA;13;BARAKALDO;7;4;A;623;328;4;324;1;323;295;109;34;55;0;13;30;77;5
BIZKAIA;13;BARAKALDO;7;4;B;394;241;1;240;5;235;153;98;6;47;0;28;23;33;0
BIZKAIA;13;BARAKALDO;8;1;U;726;426;2;424;3;421;300;130;34;93;0;23;51;88;2
BIZKAIA;13;BARAKALDO;8;2;U;1099;579;8;571;5;566;520;160;52;89;2;27;81;153;2
BIZKAIA;13;BARAKALDO;8;3;A;490;283;1;282;0;282;207;85;18;47;0;16;29;87;0
BIZKAIA;13;BARAKALDO;8;3;B;476;267;1;266;3;263;209;81;21;48;0;14;29;69;1
BIZKAIA;13;BARAKALDO;8;4;A;620;353;5;348;5;343;267;75;41;29;0;14;43;137;4
BIZKAIA;13;BARAKALDO;8;4;B;625;347;0;347;16;331;278;87;41;20;0;15;41;127;0
BIZKAIA;13;BARAKALDO;8;5;U;1026;562;0;562;12;550;464;101;88;47;3;13;101;195;2
BIZKAIA;13;BARAKALDO;8;6;U;885;516;1;515;0;515;369;106;49;60;2;15;110;171;2
BIZKAIA;13;BARAKALDO;8;7;U;1023;616;2;614;12;602;407;259;93;71;3;23;68;85;0
BIZKAIA;13;BARAKALDO;8;8;A;806;379;1;378;8;370;427;89;49;62;3;14;51;102;0
BIZKAIA;13;BARAKALDO;8;8;B;369;264;0;264;2;262;105;96;4;39;0;91;8;24;0
BIZKAIA;13;BARAKALDO;9;1;U;581;313;0;313;5;308;268;108;67;18;0;7;40;68;0
BIZKAIA;13;BARAKALDO;9;2;U;990;503;4;499;8;491;487;146;77;44;0;15;68;141;0
BIZKAIA;13;BARAKALDO;9;3;A;542;277;2;275;2;273;265;79;28;33;0;5;34;94;0
BIZKAIA;13;BARAKALDO;9;3;B;590;306;2;304;2;302;284;83;35;32;1;10;31;110;0
BIZKAIA;13;BARAKALDO;9;4;A;589;304;2;302;6;296;285;64;58;37;0;5;39;93;0
BIZKAIA;13;BARAKALDO;9;4;B;581;338;4;334;2;332;243;80;63;32;2;13;45;95;2
BIZKAIA;13;BARAKALDO;9;5;A;567;340;4;336;2;334;227;79;43;61;3;13;43;91;1
BIZKAIA;13;BARAKALDO;9;5;B;560;313;0;313;3;310;247;87;25;50;1;16;34;97;0
BIZKAIA;13;BARAKALDO;9;6;U;854;470;2;468;7;461;384;89;57;42;2;13;79;178;1
BIZKAIA;13;BARAKALDO;9;7;A;801;440;8;432;2;430;361;104;62;49;4;11;97;103;0
BIZKAIA;13;BARAKALDO;9;7;B;808;444;9;435;12;423;364;105;49;58;0;15;81;115;0
BIZKAIA;13;BARAKALDO;9;8;U;652;342;4;338;3;335;310;130;28;53;1;7;37;78;1
BIZKAIA;13;BARAKALDO;9;9;A;707;400;4;396;10;386;307;81;62;39;4;15;63;119;3
BIZKAIA;13;BARAKALDO;9;9;B;718;422;6;416;5;411;296;103;56;34;0;16;75;127;0
BIZKAIA;13;BARAKALDO;9;10;A;596;358;2;356;2;354;238;89;52;35;5;5;72;95;1
BIZKAIA;13;BARAKALDO;9;10;B;594;341;6;335;4;331;253;52;59;25;1;6;64;124;0
BIZKAIA;13;BARAKALDO;9;11;U;630;352;0;352;9;343;278;109;31;42;0;25;61;74;1
BIZKAIA;13;BARAKALDO;9;12;U;1043;550;0;550;11;539;493;141;69;57;3;27;99;143;0
BIZKAIA;14;BARRIKA;1;1;U;735;492;3;489;11;478;243;268;33;91;1;41;18;25;1
BIZKAIA;15;BASAURI;1;1;U;612;349;2;347;2;345;263;143;36;44;1;24;33;64;0
BIZKAIA;15;BASAURI;1;2;U;1110;550;2;548;9;539;560;144;82;28;2;14;114;153;2
BIZKAIA;15;BASAURI;1;3;U;872;548;2;546;4;542;324;224;74;68;1;17;52;106;0
BIZKAIA;15;BASAURI;1;4;U;1002;504;1;503;11;492;498;192;83;59;2;16;47;91;2
BIZKAIA;15;BASAURI;1;5;U;1091;622;3;619;16;603;469;212;85;54;4;26;61;161;0
BIZKAIA;15;BASAURI;1;6;A;667;333;2;331;7;324;334;91;41;38;2;8;61;83;0
BIZKAIA;15;BASAURI;1;6;B;641;362;0;362;6;356;279;91;49;48;1;5;65;97;0
BIZKAIA;15;BASAURI;1;7;U;999;505;4;501;6;495;494;140;71;61;0;8;80;135;0
BIZKAIA;15;BASAURI;1;8;A;1044;566;2;564;5;559;478;158;89;60;2;11;76;162;1
BIZKAIA;15;BASAURI;1;8;B;970;506;1;505;6;499;464;120;80;43;1;17;77;161;0
BIZKAIA;15;BASAURI;1;9;A;734;349;2;347;6;341;385;91;58;34;2;11;52;93;0
BIZKAIA;15;BASAURI;1;9;B;786;399;2;397;5;392;387;94;84;33;1;7;65;105;3
BIZKAIA;15;BASAURI;1;10;A;735;338;0;338;5;333;397;82;45;27;0;7;41;131;0
BIZKAIA;15;BASAURI;1;10;B;792;423;0;423;2;421;369;134;48;40;5;8;61;125;0
BIZKAIA;15;BASAURI;1;11;A;699;340;1;339;4;335;359;76;38;37;1;11;54;118;0
BIZKAIA;15;BASAURI;1;11;B;716;372;6;366;5;361;344;95;28;31;1;9;66;131;0
BIZKAIA;15;BASAURI;1;12;U;708;411;0;411;5;406;297;126;32;67;2;18;62;99;0
BIZKAIA;15;BASAURI;2;1;U;690;447;0;447;7;440;243;196;48;60;0;47;25;64;0
BIZKAIA;15;BASAURI;2;2;U;935;596;1;595;10;585;339;248;85;63;0;21;60;108;0
BIZKAIA;15;BASAURI;2;3;U;1091;699;1;698;13;685;392;338;80;77;2;29;54;104;1
BIZKAIA;15;BASAURI;2;4;A;647;353;1;352;8;344;294;146;38;48;1;10;32;68;1
BIZKAIA;15;BASAURI;2;4;B;578;315;0;315;6;309;263;97;38;33;1;15;38;86;1
BIZKAIA;15;BASAURI;2;5;U;1101;645;0;645;16;629;456;261;55;86;3;22;61;141;0
BIZKAIA;15;BASAURI;2;6;U;1071;574;7;567;10;557;497;181;81;57;8;20;48;162;0
BIZKAIA;15;BASAURI;2;7;U;983;571;7;564;7;557;412;214;74;81;1;36;54;97;0
BIZKAIA;15;BASAURI;2;8;U;937;526;2;524;8;516;411;190;65;63;1;24;65;108;0
BIZKAIA;15;BASAURI;2;9;U;745;436;1;435;4;431;309;147;51;70;2;14;39;108;0
BIZKAIA;15;BASAURI;2;10;U;924;501;1;500;7;493;423;159;41;66;0;25;61;138;3
BIZKAIA;15;BASAURI;2;11;U;576;357;3;354;5;349;219;150;31;68;0;18;27;55;0
BIZKAIA;15;BASAURI;2;12;U;1098;624;0;624;7;617;474;244;69;63;1;35;60;145;0
BIZKAIA;15;BASAURI;2;13;A;730;441;0;441;9;432;289;142;48;73;0;15;50;104;0
BIZKAIA;15;BASAURI;2;13;B;760;440;4;436;7;429;320;123;52;62;1;22;50;118;1
BIZKAIA;15;BASAURI;2;14;U;952;521;6;515;4;511;431;173;46;89;0;29;30;141;3
BIZKAIA;15;BASAURI;2;15;A;898;513;0;513;9;504;385;192;75;58;0;20;50;109;0
BIZKAIA;15;BASAURI;2;15;B;846;478;3;475;6;469;368;166;65;49;0;21;59;109;0
BIZKAIA;15;BASAURI;2;17;U;666;464;3;461;9;452;202;239;47;47;0;33;22;64;0
BIZKAIA;15;BASAURI;2;18;U;1056;614;6;608;15;593;442;162;88;65;0;22;61;192;3
BIZKAIA;15;BASAURI;3;1;A;829;438;2;436;2;434;391;120;38;66;3;11;62;132;2
BIZKAIA;15;BASAURI;3;1;B;761;407;0;407;7;400;354;105;47;35;4;12;64;132;1
BIZKAIA;15;BASAURI;3;2;U;943;522;3;519;12;507;421;139;64;44;0;26;57;177;0
BIZKAIA;15;BASAURI;3;3;U;613;359;4;355;8;347;254;126;49;38;1;26;38;69;0
BIZKAIA;15;BASAURI;3;4;U;618;299;4;295;5;290;319;100;35;26;1;7;30;91;0
BIZKAIA;15;BASAURI;4;1;A;987;511;2;509;5;504;476;172;60;86;2;27;53;102;2
BIZKAIA;15;BASAURI;4;1;B;1021;559;8;551;5;546;462;173;61;80;2;20;69;141;0
BIZKAIA;15;BASAURI;5;1;A;781;485;0;485;4;481;296;195;25;93;1;27;52;88;0
BIZKAIA;15;BASAURI;5;1;B;779;464;3;461;5;456;315;189;20;77;0;35;60;73;2
BIZKAIA;15;BASAURI;5;2;U;765;439;1;438;2;436;326;125;29;54;2;22;73;131;0
BIZKAIA;15;BASAURI;5;3;U;815;459;0;459;7;452;356;111;35;78;2;8;100;118;0
BIZKAIA;16;BERANGO;1;1;U;878;550;7;543;5;538;328;217;38;99;0;65;43;76;0
BIZKAIA;16;BERANGO;1;2;A;703;472;1;471;4;467;231;200;56;89;2;45;35;40;0
BIZKAIA;16;BERANGO;1;2;B;703;438;0;438;15;423;265;180;48;59;1;43;41;48;3
BIZKAIA;16;BERANGO;1;3;A;591;404;2;402;0;402;187;152;24;114;0;62;24;26;0
BIZKAIA;16;BERANGO;1;3;B;580;414;3;411;3;408;166;164;27;106;1;46;29;35;0
BIZKAIA;17;BERMEO;1;1;U;554;341;0;341;1;340;213;84;13;77;0;122;12;32;0
BIZKAIA;17;BERMEO;1;2;U;835;469;1;468;1;467;366;164;18;116;0;115;11;43;0
BIZKAIA;17;BERMEO;1;3;U;627;405;6;399;2;397;222;136;8;89;0;130;15;19;0
BIZKAIA;17;BERMEO;1;4;U;621;436;5;431;5;426;185;183;16;89;0;117;10;11;0
BIZKAIA;17;BERMEO;1;5;U;778;471;7;464;1;463;307;125;12;107;3;166;7;42;1
BIZKAIA;17;BERMEO;2;1;U;821;562;3;559;7;552;259;186;38;108;3;169;16;32;0
BIZKAIA;17;BERMEO;2;2;A;711;474;2;472;6;466;237;182;15;104;0;118;9;38;0
BIZKAIA;17;BERMEO;2;2;B;633;387;4;383;7;376;246;133;9;83;0;101;10;40;0
BIZKAIA;17;BERMEO;2;3;A;817;538;6;532;0;532;279;193;14;122;3;152;8;40;0
BIZKAIA;17;BERMEO;2;3;B;702;406;1;405;2;403;296;152;14;72;1;122;6;36;0
BIZKAIA;17;BERMEO;2;4;U;1176;770;0;770;10;760;406;342;11;131;0;204;16;56;0
BIZKAIA;17;BERMEO;2;5;U;943;531;1;530;5;525;412;161;18;126;2;112;17;88;1
BIZKAIA;17;BERMEO;2;6;U;673;437;8;429;1;428;236;246;14;43;0;122;2;1;0
